USAF,Site Name,State,Latitude,Longitude,Avg hourly ETR in 2005 (Wh/m^2),Avg hourly METSTAT in 2005 (Wh/m^2),rand
727450,DULUTH INTERNATIONAL ARPT,MN,46.833,-92.217,300.8156393,58.84189498,0.304099292
727135,WISCASSET,ME,43.967,-69.717,313.5997717,55.71324201,0.304575528
725377,MOUNT CLEMENS SELFRIDGE FLD,MI,42.617,-82.833,319.4515982,75.5630137,0.304771523
725430,ROCKFORD GREATER ROCKFORD AP,IL,42.2,-89.1,321.2341324,71.88333333,0.305402565
723546,PONCA CITY MUNICIPAL AP [SGP - ARM],OK,36.61,-97.49,343.9097032,55.16803653,0.306504766
724037,DAVISON AAF,VA,38.717,-77.183,335.6380137,80.77945205,0.307862254
727475,MORA MUNI (AWOS),MN,45.883,-93.267,305.1034247,61.70273973,0.308222943
726435,EAU CLAIRE COUNTY AP,WI,44.867,-91.483,309.6373288,60.0783105,0.308809855
726798,LIVINGSTON MISSION FIELD,MT,45.7,-110.45,305.9230594,51.44600457,0.311882874
724036,MANASSAS MUNI(AWOS),VA,38.717,-77.517,335.6388128,58.95136986,0.312234018
725035,ISLIP LONG ISL MACARTHUR AP,NY,40.783,-73.1,327.2030822,72.81586758,0.312370201
724397,CENTRAL ILLINOIS RG,IL,40.467,-88.917,328.5105023,65.23378995,0.313154014
744910,CHICOPEE FALLS WESTO,MA,42.2,-72.533,321.2278539,76.63869863,0.313228888
722524,ROCKPORT/ARANSAS CO,TX,28.083,-97.05,373.4898402,69.14908676,0.315238408
724560,TOPEKA MUNICIPAL AP,KS,39.067,-95.633,334.2339041,63.25091324,0.315354632
726370,FLINT BISHOP INTL ARPT,MI,42.967,-83.75,317.9474886,72.16815068,0.315486656
725483,FORT MADISON,IA,40.667,-91.333,327.6810502,63.70856164,0.317402873
723527,GAGE AIRPORT,OK,36.3,-99.767,345.0947489,54.57922374,0.318522599
722115,SARASOTA BRADENTON,FL,27.383,-82.55,375.6238584,78.68424658,0.31936563
723526,CLINTON-SHERMAN,OK,35.333,-99.2,348.744863,58.76803653,0.319692008
725320,PEORIA GREATER PEORIA AP,IL,40.667,-89.683,327.6839041,66.42636986,0.3214366
724345,ST LOUIS SPIRIT OF ST LOUIS A,MO,38.65,-90.65,335.9079909,66.60079909,0.324153331
722747,SAFFORD (AMOS),AZ,32.817,-109.683,357.8710046,39.78196347,0.324159144
724673,LEADVILLE/LAKE CO.,CO,39.217,-106.317,333.6226027,52.0293379,0.324880083
727885,WILLIAM R FAIRCHILD,WA,48.117,-123.5,294.9422374,55.03025114,0.325763748
726480,ESCANABA (AWOS),MI,45.75,-87.033,305.6996575,53.63664384,0.32616363
722446,LUFKIN ANGELINA CO,TX,31.233,-94.75,363.3323059,73.46700913,0.326881777
725467,SHENANDOAH MUNI,IA,40.75,-95.417,327.3364155,65.60091324,0.327831612
725116,LANCASTER,PA,40.117,-76.3,329.9563927,67.94486301,0.328079588
723816,LANCASTER GEN WM FOX FIELD,CA,34.733,-118.217,350.9752283,46.61449772,0.329240709
724665,LIMON,CO,39.183,-103.717,333.7641553,53.9097032,0.329454609
725570,SIOUX CITY SIOUX GATEWAY AP,IA,42.383,-96.383,320.4495434,60.85799087,0.332638854
722740,TUCSON INTERNATIONAL AP,AZ,32.133,-110.95,360.2558219,44.88196347,0.335289915
724175,HARRISON MARION RGN,WV,39.283,-80.233,333.3579909,70.65616438,0.336922478
727687,SIDNEY-RICHLAND,MT,47.7,-104.2,296.8603881,55.40479452,0.337811907
726155,LACONIA MUNI (AWOS),NH,43.567,-71.417,315.3471461,57.36267123,0.338584908
725300,CHICAGO OHARE INTL AP,IL,41.983,-87.917,322.1578767,75.10719178,0.338710886
725240,CLEVELAND HOPKINS INTL AP,OH,41.4,-81.85,324.6210046,74.00913242,0.339487473
722670,LUBBOCK INTERNATIONAL AP,TX,33.667,-101.817,354.853653,72.42420091,0.339563939
723095,NEW BERN CRAVEN CO REGL AP,NC,35.067,-77.05,349.7364155,71.06586758,0.339717927
723940,SANTA MARIA PUBLIC ARPT,CA,34.917,-120.467,350.2958904,64.76723744,0.341275312
724095,TRENTON MERCER COUNTY AP,NJ,40.283,-74.817,329.2732877,68.12283105,0.342419812
722160,ALBANY DOUGHERTY COUNTY AP,GA,31.533,-84.183,362.3121005,75.32134703,0.344076113
725454,WASHINGTON,IA,41.283,-91.667,325.1114155,64.30273973,0.344386468
725064,PLYMOUTH MUNICIPAL,MA,41.917,-70.733,322.4356164,61.36849315,0.344573007
722976,FULLERTON MUNICIPAL,CA,33.867,-117.983,354.1305936,65.24155251,0.344816599
746930,FORT BRAGG SIMMONS AAF,NC,35.133,-78.933,349.4924658,81.54611872,0.34607197
726559,MARSHALL/RYAN(AWOS),MN,44.45,-95.817,311.4821918,58.29166667,0.346726905
725478,WEBSTER CITY,IA,42.433,-93.867,320.2374429,62.57488584,0.346759455
722926,CAMP PENDLETON MCAS,CA,33.3,-117.35,356.1603881,76.71438356,0.347022283
727856,FELTS FLD,WA,47.683,-117.317,296.9393836,59.94155251,0.348470319
723096,NEW RIVER MCAF,NC,34.7,-77.383,351.0964612,80.40947489,0.349416344
722170,MACON MIDDLE GA REGIONAL AP,GA,32.683,-83.65,358.343379,72.46335616,0.353282463
722066,MAYPORT NS,FL,30.4,-81.417,366.1041096,85.22340183,0.353559973
726079,ROCKLAND/KNOX(AWOS),ME,44.067,-69.1,313.1614155,52.34954338,0.353584059
723870,MERCURY DESERT ROCK AP [SURFRAD],NV,36.63,-116.02,343.8356164,53.20159817,0.354948405
722906,SAN DIEGO NORTH ISLAND NAS,CA,32.7,-117.2,358.2811644,79.07146119,0.355983341
723183,BRISTOL TRI CITY AIRPORT,TN,36.467,-82.4,344.4609589,83.10091324,0.357169558
726589,ALBERT LEA (AWOS),MN,43.683,-93.367,314.8385845,62.46484018,0.357244878
725360,TOLEDO EXPRESS AIRPORT,OH,41.583,-83.8,323.8449772,67.16575342,0.357389038
726564,RED WING,MN,44.583,-92.483,310.8934932,62.10159817,0.359111537
722689,CLOVIS MUNI  (AWOS),NM,34.433,-103.083,352.073516,54.47134703,0.359199697
726467,RICE LAKE MUNICIPAL,WI,45.483,-91.717,306.8973744,60.40730594,0.360040134
724463,KANSAS CITY DOWNTOWN AP,MO,39.117,-94.6,334.0288813,62.54714612,0.360651034
723658,FARMINGTON FOUR CORNERS REGL,NM,36.75,-108.233,343.3767123,43.42454338,0.363102343
724458,JEFFERSON CITY MEM,MO,38.583,-92.15,336.1751142,63.85262557,0.36322706
727130,PRESQUE ISLE MUNICIP,ME,46.683,-68.05,301.49121,55.04360731,0.364747913
722119,LAKELAND LINDER RGN,FL,27.983,-82.017,373.798516,93.37956621,0.364827807
722050,ORLANDO INTL ARPT,FL,28.433,-81.333,372.4044521,90.27579909,0.366066649
727576,GRAND FORKS INTERNATIONAL AP,ND,47.95,-97.183,295.709589,59.96803653,0.36681016
725524,ORD/SHARP FIELD,NE,41.617,-98.95,323.7020548,57.79474886,0.368448135
724660,COLORADO SPRINGS MUNI AP,CO,38.817,-104.717,335.2415525,69.16621005,0.369522444
725490,FORT DODGE (AWOS),IA,42.55,-94.183,319.7363014,63.77089041,0.370166161
722135,ALMA BACON COUNTY AP,GA,31.533,-82.5,362.3138128,72.95262557,0.371590935
724066,HAGERSTOWN RGNL RIC,MD,39.7,-77.733,331.6650685,68.56906393,0.372179204
723235,MUSCLE SHOALS REGIONAL AP,AL,34.75,-87.6,350.908105,71.72385845,0.372205356
726626,ANTIGO\LANG(AWOS),WI,45.15,-87.15,308.3807078,57.86050228,0.373737679
723240,CHATTANOOGA LOVELL FIELD AP,TN,35.033,-85.2,349.8613014,80.54942922,0.374965694
725626,IMPERIAL FAA AP,NE,40.517,-101.617,328.3069635,50.52374429,0.375237905
725610,SIDNEY MUNICIPAL AP,NE,41.1,-102.983,325.8770548,54.57614155,0.376493576
724250,HUNTINGTON TRI-STATE ARPT,WV,38.383,-82.55,336.9719178,68.70148402,0.378692028
724456,VICHY ROLLA NATL ARPT,MO,38.133,-91.767,337.9675799,63.84086758,0.381022158
723110,ATHENS BEN EPPS AP,GA,33.95,-83.333,353.8283105,69.95353881,0.381988988
722517,ALICE INTL AP,TX,27.733,-98.033,374.5621005,76.07454338,0.383504373
725975,SEXTON SUMMIT,OR,42.6,-123.367,319.5245434,48.78687215,0.386730636
726685,MOBRIDGE,SD,45.533,-100.433,306.6754566,55.45856164,0.390002083
722630,SAN ANGELO MATHIS FIELD,TX,31.35,-100.5,362.935274,59.90205479,0.393304988
726160,BERLIN MUNICIPAL,NH,44.583,-71.183,310.8921233,60.32111872,0.394191755
722065,JACKSONVILLE NAS,FL,30.233,-81.667,366.6558219,84.43276256,0.394251213
725375,DETROIT CITY AIRPORT,MI,42.4,-83,320.3808219,66.40011416,0.395449192
725287,NIAGARA FALLS AF,NY,43.1,-78.95,317.3663242,72.12728311,0.396528502
744864,REPUBLIC,NY,40.717,-73.417,327.473516,65.24486301,0.396775172
727926,TOLEDO-WINLOCK MEM,WA,46.483,-122.8,302.4006849,59.75525114,0.397560617
722445,COLLEGE STATION EASTERWOOD FL,TX,30.583,-96.367,365.5019406,71.79554795,0.399250758
722166,VALDOSTA WB AIRPORT,GA,30.783,-83.283,364.836758,82.68047945,0.400369631
726985,PORTLAND/TROUTDALE,OR,45.55,-122.4,306.5989726,59.93995434,0.402778242
725390,LANSING CAPITAL CITY ARPT,MI,42.783,-84.583,318.7297945,71.58664384,0.403564406
725635,ALLIANCE MUNICIPAL,NE,42.05,-102.8,321.8710046,48.61757991,0.404235147
725450,CEDAR RAPIDS MUNICIPAL AP,IA,41.883,-91.717,322.5775114,64.46358447,0.404692333
724390,SPRINGFIELD CAPITAL AP,IL,39.85,-89.683,331.0498858,64.54543379,0.405028103
722880,BURBANK-GLENDALE-PASSADENA AP,CA,34.2,-118.35,352.9267123,59.04063927,0.406727365
722190,ATLANTA HARTSFIELD INTL AP,GA,33.633,-84.433,354.9730594,81.07671233,0.407448818
724243,LONDON-CORBIN AP,KY,37.083,-84.083,342.0836758,70.31883562,0.407711742
723565,BARTLESVILLE/PHILLI,OK,36.767,-96.017,343.3098174,62.91746575,0.408627408
723520,ALTUS AFB,OK,34.65,-99.267,351.2796804,73.34885845,0.410773216
723260,KNOXVILLE MCGHEE TYSON AP,TN,35.817,-83.983,346.9309361,82.85114155,0.41175937
725065,NEW BEDFORD RGNL,MA,41.667,-70.95,323.4920091,63.30799087,0.41210893
724350,PADUCAH BARKLEY REGIONAL AP,KY,37.05,-88.767,342.2124429,67.18481735,0.413425396
726430,LA CROSSE MUNICIPAL ARPT,WI,43.867,-91.25,314.0384703,61.92191781,0.414436353
722868,PALM SPRINGS INTL,CA,33.833,-116.5,354.2582192,54.24497717,0.41743696
722590,DALLAS-FORT WORTH INTL AP,TX,32.9,-97.017,357.5784247,78.42945205,0.418299779
724518,HAYS MUNI (AWOS),KS,38.85,-99.267,335.1075342,57.50513699,0.418694245
725124,BUTLER CO. (AWOS),PA,40.783,-79.95,327.197032,65.04315068,0.419180314
727470,INTERNATIONAL FALLS INTL AP,MN,48.567,-93.4,292.8657534,57.04121005,0.419366782
725095,WORCHESTER REGIONAL ARPT,MA,42.267,-71.883,320.9461187,61.08892694,0.420448264
724676,ASPEN PITKIN CO SAR,CO,39.217,-106.867,333.6303653,63.77420091,0.421711769
727750,GREAT FALLS INTL ARPT,MT,47.467,-111.383,297.9238584,49.4489726,0.422184865
722583,DALLAS LOVE FIELD,TX,32.85,-96.85,357.7562785,77.5466895,0.424514208
725455,BURLINGTON MUNICIPAL AP,IA,40.783,-91.117,327.2030822,64.18447489,0.43413347
726088,BANGOR INTERNATIONAL AP,ME,44.8,-68.817,309.9305936,56.95091324,0.43552978
727928,BREMERTON NATIONAL,WA,47.483,-122.75,297.8550228,58.20079909,0.437851601
722420,GALVESTON/SCHOLES,TX,29.3,-94.8,369.6791096,66.71495434,0.440371286
725245,BURKE LAKEFRONT,OH,41.517,-81.683,324.1252283,69.56803653,0.442473256
722748,CASA GRANDA (AWOS),AZ,32.95,-111.767,357.4013699,41.9347032,0.443013797
724550,FORT RILEY MARSHALL AAF,KS,39.05,-96.767,334.2981735,68.54121005,0.446359349
727770,HAVRE CITY-COUNTY AP,MT,48.55,-109.767,292.9462329,48.51392694,0.447285452
722610,DEL RIO [UT],TX,29.38,-100.91,369.4226027,64.5402968,0.450420288
725625,MCCOOK MUNICIPAL,NE,40.2,-100.583,329.6142694,54.69577626,0.451755147
726588,WINONA MUNI (AWOS),MN,44.083,-91.7,313.0892694,63.57796804,0.452129606
722533,HONDO MUNICIPAL AP,TX,29.367,-99.167,369.4584475,69.95833333,0.452252381
724457,FT LNRD WD AAF,MO,37.75,-92.15,339.4828767,79.96552511,0.45521137
723347,DYERSBURG MUNICIPAL AP,TN,36.017,-89.4,346.1712329,65.63116438,0.45680366
723030,FAYETTEVILLE POPE AFB,NC,35.167,-79.017,349.3692922,83.23515982,0.457823503
724586,SALINA MUNICIPAL AP,KS,38.817,-97.667,335.2372146,60.06107306,0.458337493
724735,HANKSVILLE,UT,38.367,-110.717,337.0399543,77.18789954,0.458419074
724957,SANTA ROSA (AWOS),CA,38.517,-122.817,336.4434932,58.24748858,0.45988007
724176,MORGANTOWN HART FIELD,WV,39.65,-79.917,331.8673516,74.37568493,0.4599431
725785,IDAHO FALLS FANNING FIELD,ID,43.517,-112.067,315.5644977,59.1847032,0.460006038
724625,DURANGO/LA PLATA CO,CO,37.15,-107.75,341.8280822,43.39623288,0.461397892
722358,MCCOMB PIKE COUNTY AP,MS,31.233,-90.467,363.3252283,77.20239726,0.461997716
724699,BROOMFIELD/JEFFCO [BOULDER - SURFRAD],CO,40.13,-105.24,329.9021689,78.60618863,0.463724856
722226,WHITING FIELD NAAS,FL,30.717,-87.017,365.0568493,86.20490868,0.464145804
725063,NANTUCKET MEMORIAL AP,MA,41.25,-70.067,325.2479452,60.37579909,0.464146285
722404,LAKE CHARLES WB AIRP,LA,30.217,-93.167,366.7068493,77.2793379,0.465084363
723125,ANDERSON COUNTY AP,SC,34.5,-82.717,351.8262557,67.66643836,0.467606848
722315,NEW ORLEANS LAKEFRONT AP,LA,30.05,-90.033,367.2561644,73.92420091,0.467822056
727444,TWO HARBORS,MN,47.05,-91.75,299.8255708,56.5216895,0.47170899
724776,MOAB/CANYONLANDS [UO],UT,38.58,-109.54,336.1873288,46.11118721,0.4733009
725396,BATTLE CREEK KELLOGG AP,MI,42.3,-85.25,320.8076484,64.68835616,0.473815993
726568,OWATONNA (AWOS),MN,44.117,-93.25,312.9444064,63.16563927,0.475425155
723676,TUCUMCARI FAA AP,NM,35.183,-103.6,349.3033105,58.52956621,0.477643071
726387,TRAVERSE CITY CHERRY CAPITAL,MI,44.733,-85.583,310.2281963,66.96586758,0.47924628
724555,MANHATTAN RGNL,KS,39.133,-96.667,333.963242,60.7533105,0.481381414
722137,BRUNSWICK MALCOLM MCKINNON AP,GA,31.15,-81.383,363.6079909,72.10308219,0.483386517
744915,WESTFIELD BARNES MUNI AP,MA,42.15,-72.717,321.4407534,65.78173516,0.488340635
722245,PANAMA CITY BAY CO,FL,30.2,-85.683,366.7638128,80.30639269,0.490228521
722700,EL PASO INTERNATIONAL AP [UT],TX,31.77,-106.5,361.5050228,78.4390411,0.490509553
723080,NORFOLK INTERNATIONAL AP,VA,36.9,-76.2,342.7885845,74.98972603,0.490733284
722599,DALLAS/REDBIRD ARPT,TX,32.683,-96.867,358.3431507,65.06187215,0.492740206
723140,CHARLOTTE DOUGLAS INTL ARPT,NC,35.217,-80.95,349.1775114,80.03310502,0.493556837
727924,KELSO WB AP,WA,46.133,-122.9,303.9773973,61.65696347,0.493848226
724088,DOVER AFB,DE,39.133,-75.467,333.9680365,77.02100457,0.494881187
723560,TULSA INTERNATIONAL AIRPORT,OK,36.2,-95.883,345.4784247,73.45079909,0.496359388
724475,OLATHE JOHNSON CO INDUSTRIAL,KS,38.833,-94.883,335.1756849,60.94155251,0.496760175
723650,ALBUQUERQUE INTL ARPT [ISIS],NM,35.04,-106.62,349.8321918,77.80696347,0.499287914
725033,NEW YORK CENTRAL PRK OBS BELV,NY,40.783,-73.967,327.2019406,67.89760274,0.500164687
724230,LOUISVILLE STANDIFORD FIELD,KY,38.183,-85.733,337.7692922,76.9,0.500323204
725235,JAMESTOWN (AWOS),NY,42.15,-79.267,321.4439498,74.60821918,0.505208548
725315,UNIV OF ILLINOIS WI [BONDVILLE - SURFRAD],IL,40.06,-88.37,330.188242,67.04965753,0.506258989
723575,LAWTON MUNICIPAL,OK,34.567,-98.417,351.5821918,59.83664384,0.506268289
726945,CORVALLIS MUNI,OR,44.483,-123.283,311.3319635,58.63538813,0.507811113
724926,MODESTO CITY-COUNTY AP,CA,37.633,-120.95,339.9406393,58.2619863,0.508242462
723069,JACKSONVILLE (AWOS),NC,34.833,-77.617,350.6033105,67.78915525,0.508663502
745090,MOUNTAIN VIEW MOFFETT FLD NAS,CA,37.4,-122.05,340.8555936,60.09121005,0.508770404
723927,OXNARD AIRPORT,CA,34.2,-119.2,352.9259132,61.206621,0.508865092
727573,DEVILS LAKE(AWOS),ND,48.117,-98.917,294.9409817,56.42910959,0.510212189
726886,BAKER MUNICIPAL AP,OR,44.833,-117.817,309.7914384,50.75844749,0.511856421
725484,LE MARS,IA,42.783,-96.2,318.7396119,61.5739726,0.512349432
726384,CADILLAC WEXFORD CO AP,MI,44.283,-85.417,312.2178082,61.26552511,0.512526054
722930,SAN DIEGO MIRAMAR NAS,CA,32.867,-117.133,357.6960046,71.35684932,0.512630051
727455,HIBBING CHISHOLM-HIBBING AP,MN,47.383,-92.85,298.3082192,57.26518265,0.513980376
725453,ATLANTIC,IA,41.4,-95.05,324.616895,63.73812785,0.51423804
724338,BELLEVILLE SCOTT AFB,IL,38.55,-89.85,336.3114155,76.77408676,0.514959491
722348,HATTIESBURG LAUREL,MS,31.467,-89.333,362.5355023,71.50627854,0.515873412
724339,MARION REGIONAL,IL,37.75,-89.017,339.4778539,67.85422374,0.516814921
725127,JOHNSTOWN CAMBRIA COUNTY AP,PA,40.317,-78.833,329.1342466,66.78401826,0.516978086
726410,MADISON DANE CO REGIONAL ARPT [ISIS],WI,43.13,-89.33,317.238242,65.50011416,0.520287067
722687,CARLSBAD CAVERN CITY AIR TERM,NM,32.333,-104.267,359.5578767,53.95079909,0.521704233
722789,SCOTTSDALE MUNI,AZ,33.617,-111.917,355.0300228,50.42191781,0.521832194
724050,WASHINGTON DC REAGAN AP,VA,38.867,-77.033,335.0378995,80.30890411,0.523813474
727796,CUT BANK MUNI AP,MT,48.6,-112.367,292.7173516,49.31392694,0.524784506
722060,JACKSONVILLE INTL ARPT,FL,30.5,-81.7,365.7740868,87.00707763,0.525476801
727453,PARK RAPIDS MUNICIPAL AP,MN,46.9,-95.067,300.509589,57.05936073,0.525645069
727120,CARIBOU MUNICIPAL ARPT,ME,46.867,-68.033,300.6589041,55.69817352,0.526230345
726357,KALAMAZOO BATTLE CR,MI,42.233,-85.55,321.0886986,72.09315068,0.527117402
727790,KALISPELL GLACIER PK INT'L AR,MT,48.317,-114.25,294.0172374,55.04349315,0.527403646
722436,HOUSTON ELLINGTON AFB [CLEAR LAKE - UT],TX,29.57,-95.09,368.8097032,92.15079909,0.531349622
725210,AKRON AKRON-CANTON REG AP,OH,40.917,-81.433,326.6437215,75.64680365,0.531690118
726880,PENDLETON E OR REGIONAL AP,OR,45.7,-118.833,305.9284247,50.33789954,0.532746953
725040,BRIDGEPORT SIKORSKY MEMORIAL,CT,41.183,-73.15,325.5307078,64.26643836,0.534006129
722136,BRUNSWICK GOLDEN IS,GA,31.25,-81.467,363.271347,71.82260274,0.534244886
725205,PITTSBURGH ALLEGHENY CO AP,PA,40.35,-79.917,328.9940639,69.15262557,0.534977945
725847,SOUTH LAKE TAHOE,CA,38.9,-120,334.9092466,45.92773973,0.537518792
724917,SALINAS MUNICIPAL AP,CA,36.667,-121.6,343.689726,58.25159817,0.537553238
724386,LAFAYETTE PURDUE UNIV AP,IN,40.417,-86.933,328.7194064,66.66723744,0.537867034
724768,GREELEY/WELD (AWOS),CO,40.433,-104.633,328.6533105,49.22591324,0.538328316
726603,SOUTH ST PAUL MUNI,MN,44.85,-93.15,309.7119863,60.47374429,0.538491271
722977,SANTA ANA JOHN WAYNE AP,CA,33.683,-117.867,354.7973744,79.28344749,0.538847773
722180,AUGUSTA BUSH FIELD,GA,33.367,-81.967,355.9256849,72.57614155,0.539664201
722594,FORT WORTH ALLIANCE,TX,32.983,-97.317,357.2857306,73.89246575,0.540288845
724096,MCGUIRE AFB,NJ,40.017,-74.6,330.3664384,75.83607306,0.540758607
723510,WICHITA FALLS MUNICIPAL ARPT,TX,33.983,-98.5,353.7142694,74.39360731,0.541719648
723086,NEWPORT NEWS,VA,37.133,-76.5,341.8934932,67.34908676,0.54268448
723600,CLAYTON MUNICIPAL AIRPARK,NM,36.45,-103.15,344.5239726,52.51335616,0.543686021
725945,ARCATA AIRPORT,CA,40.983,-124.1,326.3690639,57.02283105,0.543745018
722405,LAFAYETTE REGIONAL AP,LA,30.2,-91.983,366.766895,76.76426941,0.544127254
726456,WITTMAN RGNL,WI,43.983,-88.55,313.5308219,59.6543379,0.544190976
722956,JACK NORTHROP FLD H,CA,33.917,-118.333,353.9490868,68.55057078,0.546385199
723046,DARE CO RGNL,NC,35.917,-75.7,346.556621,63.61894977,0.54652205
726545,MITCHELL (AWOS),SD,43.767,-98.033,314.4773973,58.07454338,0.546646823
726558,CLOQUET (AWOS),MN,46.7,-92.5,301.4158676,58.43938356,0.549003461
722056,DAYTONA BEACH INTL AP,FL,29.183,-81.067,370.0505708,84.49863014,0.555530998
726130,MOUNT WASHINGTON,NH,44.267,-71.3,312.2824201,62.4760274,0.555696724
726510,SIOUX FALLS FOSS FIELD,SD,43.583,-96.75,315.272032,65.41563927,0.556311189
723405,LITTLE ROCK AFB,AR,34.917,-92.15,350.2949772,76.95776256,0.557030086
722725,DEMING MUNI,NM,32.25,-107.717,359.8538813,47.70251142,0.559990766
726450,GREEN BAY AUSTIN STRAUBEL INT,WI,44.483,-88.133,311.3305936,59.51643836,0.560856311
723545,STILLWATER RGNL,OK,36.15,-97.083,345.6694064,63.15034247,0.561547432
724040,PATUXENT RIVER NAS,MD,38.3,-76.417,337.3058219,75.54189498,0.561618975
725440,MOLINE QUAD CITY INTL AP,IL,41.467,-90.517,324.3327626,65.1739726,0.561790011
724210,CINCINNATI NORTHERN KY AP,KY,39.05,-84.667,334.301484,73.70228311,0.562485416
724765,MONTROSE CO. ARPT,CO,38.5,-107.9,336.5071918,52.40673516,0.562939548
724235,LOUISVILLE BOWMAN FIELD,KY,38.233,-85.667,337.571347,70.19292237,0.563875281
726813,CALDWELL (AWOS),ID,43.633,-116.633,315.0585616,46.19748858,0.56513056
726986,PORTLAND/HILLSBORO,OR,45.533,-122.95,306.6719178,60.21381279,0.566257392
725395,JACKSON REYNOLDS FIELD,MI,42.267,-84.467,320.947032,65.33139269,0.56727273
745966,CAPE MAY CO,NJ,39,-74.917,334.5026256,64.90684932,0.567720221
726555,BRAINERD/WIELAND,MN,46.4,-94.133,302.7783105,58.11369863,0.568367211
725330,FORT WAYNE INTL AP,IN,41,-85.2,326.2920091,74.52785388,0.568881665
725115,MIDDLETOWN HARRISBURG INTL AP,PA,40.2,-76.767,329.6128995,68.46221461,0.568926002
725480,WATERLOO MUNICIPAL AP,IA,42.55,-92.4,319.7356164,63.7076484,0.571296066
724236,JACKSON JULIAN CARROLL AP,KY,37.583,-83.317,340.1323059,69.17214612,0.572524549
725488,OELWEN,IA,42.683,-91.967,319.1665525,64.16541096,0.572719994
747187,PALM SPRINGS THERMAL AP,CA,33.633,-116.167,354.9739726,47.80719178,0.576024301
726073,WATERVILLE (AWOS),ME,44.533,-69.683,311.1065068,53.17534247,0.576034405
725073,PROVINCETOWN (AWOS),MA,42.067,-70.217,321.7986301,64.85216895,0.577667794
726546,WATERTOWN MUNICIPAL AP,SD,44.933,-97.15,309.3452055,56.38196347,0.578010668
727676,MINOT FAA AP,ND,48.267,-101.283,294.2474886,55.99589041,0.57810104
726404,MINOCQUA/WOODRUFF,WI,45.933,-89.733,304.8789954,58.02260274,0.578541919
722350,JACKSON INTERNATIONAL AP,MS,32.317,-90.083,359.6184932,76.30844749,0.579207144
726515,BROOKINGS (AWOS),SD,44.3,-96.817,312.1390411,58.70148402,0.579951676
723530,OKLAHOMA CITY WILL ROGERS WOR,OK,35.383,-97.6,348.5651826,72.52385845,0.580296428
722285,GADSEN MUNI (AWOS),AL,33.967,-86.083,353.7694064,72.65856164,0.581189913
722735,DOUGLAS BISBEE-DOUGLAS INTL A,AZ,31.467,-109.6,362.538242,44.82910959,0.581792827
724517,GREAT BEND (AWOS),KS,38.35,-98.867,337.1106164,59.28573059,0.582418055
723810,EDWARDS AFB,CA,34.9,-117.867,350.3634703,59.67100457,0.582884818
723860,LAS VEGAS MCCARRAN INTL AP,NV,36.083,-115.15,345.9228311,67.71757991,0.584568998
723230,HUNTSVILLE INTL/JONES FIELD,AL,34.65,-86.783,351.2807078,79.8859589,0.584938133
723416,STUTTGART (AWOS),AR,34.6,-91.567,351.4635845,68.28995434,0.5858698
724815,MERCED/MACREADY FLD,CA,37.283,-120.517,341.3090183,59.96678082,0.58871308
723417,PINE BLUFF FAA AP,AR,34.167,-91.933,353.0461187,67.37134703,0.590022779
724105,STAUNTON/SHENANDOAH,VA,38.267,-78.9,337.4349315,66.71586758,0.590695414
726499,ESTHERVILLE MUNI,IA,43.4,-94.75,316.0722603,60.33527397,0.591131465
726400,MILWAUKEE MITCHELL INTL AP,WI,42.95,-87.9,318.0194064,73.66050228,0.597109266
727530,FARGO HECTOR INTERNATIONAL AP,ND,46.933,-96.817,300.3605023,55.99828767,0.598407299
727910,ASTORIA REGIONAL AIRPORT,OR,46.15,-123.883,303.9027397,58.59041096,0.600888219
722570,FORT HOOD,TX,31.133,-97.717,363.6666667,80.24269406,0.601290572
723150,ASHEVILLE REGIONAL ARPT,NC,35.433,-82.533,348.3726027,71.55445205,0.602117599
725846,TRUCKEE-TAHOE,CA,39.317,-120.133,333.2221461,65.27899543,0.602338859
724580,CONCORDIA BLOSSER MUNI AP,KS,39.55,-97.65,332.2761416,59.82100457,0.604378864
727474,EVELETH MUNI (AWOS),MN,47.4,-92.5,298.2288813,57.39589041,0.604723201
726550,ST CLOUD REGIONAL ARPT,MN,45.55,-94.05,306.5898402,59.96164384,0.605073953
722040,MELBOURNE REGIONAL AP,FL,28.117,-80.65,373.3889269,83.64326484,0.605134452
726196,MILLINOCKET MUNICIPAL AP,ME,45.65,-68.683,306.1506849,55.74349315,0.60633221
723403,LITTLE ROCK ADAMS FIELD,AR,34.75,-92.233,350.9130137,78.29920091,0.606531338
725565,COLUMBUS MUNI,NE,41.45,-97.333,324.4044521,62.81792237,0.6071561
724273,PARKERSBURG WOOD COUNTY AP,WV,39.35,-81.433,333.0869863,71.30376712,0.609913159
725525,HASTINGS MUNICIPAL,NE,40.6,-98.433,327.9599315,59.09805936,0.609961713
745980,LANGLEY AFB,VA,37.083,-76.35,342.0849315,79.36757991,0.610967238
722683,SIERRA BLANCA RGNL,NM,33.467,-105.533,355.5675799,48.91004566,0.611053205
722345,MERIDIAN NAAS,MS,32.55,-88.567,358.806621,83.1510274,0.612689801
725029,OXFORD (AWOS),CT,41.483,-73.133,324.2638128,66.37796804,0.612799734
727504,AITKIN NDB(AWOS),MN,46.55,-93.683,302.1019406,59.25011416,0.613794129
724373,TERRE HAUTE HULMAN REGIONAL A,IN,39.45,-87.3,332.6811644,66.79920091,0.614437667
